episode,reward,length,success,epsilon,replay_size,avg_reward,avg_length,success_rate,avg_loss
250,21.8,4,True,0.6881280044048214,36502,-1716.275500000001,133.15,57.99999999999999,87.5595054244995
251,13.149999999999999,7,True,0.6870958123982142,36509,-1715.685000000001,133.06,57.99999999999999,85.24811986923218
252,-2151.6999999999994,200,False,0.6860651686796169,36709,-1727.5735000000013,134.29,56.99999999999999,94.74024572372437
253,-7319.60000000001,200,False,0.6850360709265975,36909,-1764.585500000001,134.29,56.99999999999999,97.43450357437133
254,-302.4500000000003,67,True,0.6840085168202076,36976,-1705.8090000000013,132.96,57.99999999999999,102.31049495697022
255,-7063.900000000003,200,False,0.6829825040449773,37176,-1750.337000000001,132.96,57.99999999999999,91.2265567779541
256,-66.69999999999999,22,True,0.6819580302889099,37198,-1726.871500000001,131.65,57.99999999999999,89.14900762557983
257,-3296.500000000006,200,False,0.6809350932434766,37398,-1738.4225000000008,131.65,57.99999999999999,87.77915979385376
258,-321.7000000000002,56,True,0.6799136906036114,37454,-1720.9635000000012,130.21,59.0,84.7597772026062
259,-3798.5000000000095,200,False,0.678893820067706,37654,-1759.1070000000013,132.18,57.99999999999999,75.9497643661499
260,-1.0500000000000007,13,True,0.6778754793376045,37667,-1705.414500000001,130.31,59.0,86.90616067886353
261,-173.1000000000001,46,True,0.6768586661185981,37713,-1660.157500000001,128.77,60.0,95.11526849746704
262,-2.3000000000000007,10,True,0.6758433781194203,37723,-1659.5985000000007,128.71,60.0,101.00843654632568
263,-1628.9999999999986,200,False,0.6748296130522412,37923,-1652.4935000000007,128.71,60.0,100.03583021163941
264,-1801.949999999999,195,True,0.6738173686326628,38118,-1645.952000000001,128.66,61.0,94.45889284133911
265,-1989.8999999999992,200,False,0.6728066425797139,38318,-1666.0205000000008,130.59,60.0,101.88971311569213
266,-2883.000000000006,200,False,0.6717974326158443,38518,-1679.4385000000009,130.59,60.0,97.66680124282837
267,-298.7500000000002,65,True,0.6707897364669206,38583,-1661.8340000000012,129.68,60.0,99.79732555389404
268,-1100.7999999999988,106,True,0.6697835518622203,38689,-1669.2685000000006,130.31,60.0,105.4249310874939
269,-1891.4999999999982,200,False,0.668778876534427,38889,-1677.2720000000006,130.76,59.0,89.45338342666626
270,-75.3,20,True,0.6677757082196254,38909,-1677.3140000000008,130.7,59.0,86.21886421203614
271,-2794.3000000000043,200,False,0.666774044657296,39109,-1683.457000000001,130.7,59.0,104.7218615913391
272,-1859.949999999998,195,True,0.6657738835903101,39304,-1692.6575000000012,130.65,60.0,114.35406850814819
273,-2013.5999999999992,118,True,0.6647752227649246,39422,-1712.6475000000012,131.65,60.0,99.91967218399049
274,-4140.900000000013,200,False,0.6637780599307773,39622,-1720.4785000000015,131.65,60.0,118.10895782470703
275,-182.35000000000005,29,True,0.6627823928408811,39651,-1696.3270000000014,129.94,61.0,129.97050525665284
276,-28.199999999999992,16,True,0.6617882192516199,39667,-1687.7165000000014,128.67,61.0,127.28169704437256
277,-207.2500000000001,45,True,0.6607955369227425,39712,-1682.0800000000015,127.94,61.0,112.90615613937378
278,-86.55,27,True,0.6598043436173584,39739,-1649.3015000000012,126.21,62.0,106.31540298461914
279,-529.5499999999998,57,True,0.6588146371019324,39796,-1639.733000000001,124.78,63.0,123.51510107040406
280,-1056.4999999999986,126,True,0.6578264151462796,39922,-1635.0970000000007,124.04,64.0,99.4245405960083
281,-1135.9499999999991,123,True,0.6568396755235603,40045,-1643.154000000001,124.62,64.0,101.20057991027832
282,-11.95,17,True,0.6558544160102749,40062,-1623.159500000001,122.79,65.0,99.00012926101685
283,-367.2500000000003,67,True,0.6548706343862596,40129,-1590.5170000000012,121.46,66.0,94.60543296813965
284,-1281.0499999999984,163,True,0.6538883284346803,40292,-1575.890500000001,121.09,67.0,109.8824914932251
285,-248.35000000000025,63,True,0.6529074959420282,40355,-1573.9830000000009,121.06,67.0,103.4601305770874
286,-1810.5499999999995,159,True,0.6519281346981153,40514,-1586.6865000000005,121.75,67.0,103.64822881698609
287,-886.099999999999,146,True,0.6509502424960681,40660,-1594.7195000000006,122.93,67.0,94.83060710906983
288,-1394.0999999999974,194,True,0.649973817132324,40854,-1590.2285000000008,123.11,67.0,100.25187650680542
289,-1513.6999999999982,150,True,0.6489988564066256,41004,-1595.000500000001,123.63,67.0,95.94587985992432
290,-404.60000000000025,90,True,0.6480253581220157,41094,-1599.0985000000012,124.41,67.0,102.0481204032898
291,-2012.199999999997,198,True,0.6470533200848326,41292,-1608.433500000001,125.09,67.0,95.33469863891601
292,-2520.0000000000023,200,False,0.6460827401047055,41492,-1624.4790000000007,125.22,66.0,106.77296598434448
293,-1299.9499999999982,93,True,0.6451136159945484,41585,-1636.7250000000006,125.92,66.0,101.57302089691161
294,-201.55000000000015,37,True,0.6441459455705566,41622,-1613.9695000000006,124.29,67.0,104.53692434310913
295,-840.349999999999,83,True,0.6431797266522008,41705,-1596.9905000000008,123.69,67.0,95.67171627044678
296,-123.50000000000004,40,True,0.6422149570622225,41745,-1598.1970000000008,124.02,67.0,104.07923807144165
297,-451.20000000000016,100,True,0.6412516346266293,41845,-1600.8015000000005,124.73,67.0,118.32452049255372
298,-644.3999999999995,72,True,0.6402897571746894,41917,-1589.785500000001,123.45,68.0,110.20833183288575
299,-208.35000000000022,43,True,0.6393293225389274,41960,-1591.9715000000008,123.83,68.0,99.80441974639892
300,-1508.4999999999977,200,False,0.638370328555119,42160,-1580.9705000000008,123.83,68.0,103.58612327575683
301,-272.5000000000003,52,True,0.6374127730622864,42212,-1582.1740000000004,123.96,68.0,95.11872604370117
302,-372.0500000000001,57,True,0.636456653902693,42269,-1554.4465000000005,122.53,69.0,98.0590588760376
303,-159.3000000000001,54,True,0.635501968921839,42323,-1538.4555000000003,121.07,70.0,101.69798435211182
304,-1029.049999999999,61,True,0.6345487159684562,42384,-1539.5505000000005,120.73,70.0,117.73220207214355
305,-4446.500000000008,200,False,0.6335968928945035,42584,-1560.2665000000002,120.73,70.0,111.26865947723388
306,-545.55,113,True,0.6326464975551618,42697,-1558.32,121.1,70.0,104.23899610519409
307,-3738.4000000000055,200,False,0.631697527808829,42897,-1591.9720000000004,122.28,69.0,105.85600337982177
308,-93.14999999999999,29,True,0.6307499815171158,42926,-1582.0870000000002,121.34,69.0,110.98770425796509
309,-172.95000000000002,25,True,0.6298038565448402,42951,-1574.4800000000005,120.4,69.0,108.47030925750732
310,-1223.0999999999985,118,True,0.628859150760023,43069,-1566.3720000000008,119.78,69.0,116.15433580398559
311,-300.6500000000002,75,True,0.6279158620338829,43144,-1520.4595000000006,118.53,70.0,115.22424566268921
312,-2846.7000000000044,200,False,0.6269739882408322,43344,-1548.500000000001,120.36,69.0,115.06951862335205
313,-121.64999999999999,31,True,0.626033527258471,43375,-1548.7905000000007,120.53,69.0,121.7617638015747
314,-3669.000000000009,200,False,0.6250944769675832,43575,-1570.9210000000007,121.2,68.0,104.00342569351196
315,-54.699999999999974,28,True,0.624156835252132,43603,-1564.114500000001,120.69,68.0,112.32434059143067
316,-104.84999999999998,39,True,0.6232205999992538,43642,-1544.884000000001,119.08,69.0,117.55621580123902
317,-486.6000000000001,86,True,0.622285769099255,43728,-1490.039000000001,117.94,70.0,111.43300825119019
318,-3998.3000000000084,198,True,0.6213523404456062,43926,-1493.233000000001,117.92,71.0,118.74657623291016
319,6.5,6,True,0.6204203119349377,43932,-1476.395000000001,116.24,71.0,124.42170558929443
320,-369.70000000000005,74,True,0.6194896814670353,44006,-1460.832000000001,114.98,72.0,123.59725702285766
321,-2249.8,200,False,0.6185604469448348,44206,-1423.657000000001,114.98,72.0,131.3183970451355
322,-3650.5000000000045,200,False,0.6176326062744176,44406,-1423.529000000001,114.98,72.0,115.99603761672974
323,-133.5000000000001,40,True,0.616706157365006,44446,-1424.9330000000007,115.3,72.0,118.95406225204468
324,-3969.2500000000127,199,True,0.6157810981289585,44645,-1458.9520000000007,116.3,72.0,126.8527084159851
325,-87.69999999999999,22,True,0.6148574264817651,44667,-1416.1940000000009,114.52,73.0,117.85284505844116
326,-337.0000000000001,50,True,0.6139351403420426,44717,-1418.8920000000007,114.7,73.0,118.59926118850709
327,-1682.9999999999993,200,False,0.6130142376315295,44917,-1389.6890000000008,114.7,73.0,109.40829570770264
328,-2027.6999999999973,200,False,0.6120947162750823,45117,-1354.211000000001,114.7,73.0,133.3968230819702
329,-2532.600000000009,200,False,0.6111765742006697,45317,-1367.262000000001,115.42,72.0,105.09309816360474
330,-2035.9999999999984,200,False,0.6102598093393687,45517,-1365.345000000001,115.42,72.0,105.15912212371826
331,-1289.2499999999989,133,True,0.6093444196253597,45650,-1373.1850000000009,115.92,72.0,130.225009765625
332,-841.7499999999991,117,True,0.6084304029959217,45767,-1364.4125000000008,115.09,73.0,128.8679804992676
333,-2430.950000000003,197,True,0.6075177573914278,45964,-1371.706000000001,115.06,74.0,126.80282470703125
334,-1212.8499999999992,133,True,0.6066064807553406,46097,-1383.667000000001,116.24,74.0,120.03091823577881
335,-1438.7999999999975,188,True,0.6056965710342076,46285,-1380.611500000001,116.55,74.0,131.11582038879394
336,-557.85,73,True,0.6047880261776564,46358,-1369.8250000000012,115.72,74.0,138.74510028839111
337,-216.10000000000034,66,True,0.6038808441383899,46424,-1355.332500000001,114.77,74.0,127.88298683166504
338,-1265.2499999999986,127,True,0.6029750228721824,46551,-1345.117500000001,114.09,74.0,114.7544887161255
339,-4951.400000000006,200,False,0.6020705603378742,46751,-1384.9490000000008,115.04,73.0,124.73442188262939
340,-1548.5999999999985,200,False,0.6011674544973674,46951,-1388.4940000000008,115.56,72.0,119.49271156311035
341,-1195.5499999999984,147,True,0.6002657033156213,47098,-1398.9945000000007,116.79,72.0,118.6754658317566
342,-1987.6999999999973,192,True,0.599365304760648,47290,-1417.802500000001,118.45,72.0,131.5401703262329
343,-110.80000000000003,26,True,0.5984662568035071,47316,-1396.404500000001,116.71,73.0,146.59728477478026
344,-1854.7999999999986,200,False,0.5975685574183018,47516,-1379.7395000000006,116.71,73.0,126.00061763763428
345,-3470.100000000008,200,False,0.5966722045821744,47716,-1393.2755000000006,117.19,72.0,123.64432554244995
346,-529.8499999999997,83,True,0.5957771962753011,47799,-1383.4680000000005,116.02,73.0,128.2982403755188
347,-2865.800000000007,164,True,0.5948835304808882,47963,-1404.2225000000008,116.65,73.0,126.52473976135254
348,-3038.100000000006,200,False,0.5939912051851669,48163,-1423.9725000000012,117.69,72.0,109.65232791900635
349,-3873.900000000014,200,False,0.5931002183773891,48363,-1452.8015000000014,118.65,71.0,139.26780828475952
350,-120.20000000000003,34,True,0.5922105680498231,48397,-1454.2215000000015,118.95,71.0,148.57478162765503
351,9.899999999999997,8,True,0.5913222521977484,48405,-1454.2540000000015,118.96,71.0,147.9169100379944
352,-2233.1000000000026,190,True,0.5904352688194517,48595,-1455.0680000000016,118.86,72.0,120.38325420379638
353,-201.7500000000002,51,True,0.5895496159162226,48646,-1383.8895000000014,117.37,73.0,112.22974451065063
354,3.8000000000000007,8,True,0.5886652914923483,48654,-1380.8270000000014,116.78,73.0,112.26857446670532
355,-871.6499999999982,123,True,0.5877822935551098,48777,-1318.9045000000012,116.01,74.0,98.87185390472412
356,-37.349999999999994,21,True,0.5869006201147772,48798,-1318.6110000000012,116.0,74.0,110.09163557052612
357,-130.75000000000003,33,True,0.586020269184605,48831,-1286.953500000001,114.33,75.0,117.76256147384643
358,-105.74999999999997,19,True,0.5851412387808281,48850,-1284.794000000001,113.96,75.0,118.51539823532104
359,-1581.7999999999984,200,False,0.5842635269226569,49050,-1262.627000000001,113.96,75.0,119.30348905563355
360,-319.4000000000002,46,True,0.583387131632273,49096,-1265.810500000001,114.29,75.0,130.00663753509522
361,-53.84999999999998,19,True,0.5825120509348246,49115,-1264.6180000000008,114.02,75.0,121.40229478836059
362,-200.05000000000013,41,True,0.5816382828584225,49156,-1266.595500000001,114.33,75.0,127.44840000152588
363,-24.249999999999996,11,True,0.5807658254341348,49167,-1250.548000000001,112.44,76.0,124.94159313201904
364,-2420.250000000004,183,True,0.5798946766959836,49350,-1256.7310000000011,112.32,76.0,135.31546863555909
365,-2712.750000000006,135,True,0.5790248346809397,49485,-1263.959500000001,111.67,77.0,128.83329658508302
366,-2573.0000000000045,200,False,0.5781562974289183,49685,-1260.859500000001,111.67,77.0,124.87419546127319
367,-2037.8999999999994,138,True,0.5772890629827749,49823,-1278.2510000000009,112.4,77.0,135.80686849594116
368,-6949.000000000008,200,False,0.5764231293883008,50023,-1336.733000000001,113.34,76.0,149.85721397399902
369,-1860.8499999999988,147,True,0.5755584946942184,50170,-1336.4265000000012,112.81,77.0,131.515082321167
370,-126.75000000000007,43,True,0.5746951569521771,50213,-1336.9410000000012,113.04,77.0,124.78848327636719
371,-326.3000000000001,66,True,0.5738331142167489,50279,-1312.2610000000013,111.7,78.0,130.719485912323
372,-74.64999999999999,19,True,0.5729723645454238,50298,-1294.4080000000013,109.94,78.0,136.81777315139772
373,-1717.8999999999994,200,False,0.5721129059986056,50498,-1291.4510000000012,110.76,77.0,135.48707557678222
374,-36.09999999999998,16,True,0.5712547366396078,50514,-1250.403000000001,108.92,78.0,143.85353551864625
375,-4291.700000000007,200,False,0.5703978545346484,50714,-1291.496500000001,110.63,77.0,154.38598398208617
376,-12786.199999999986,200,False,0.5695422577528465,50914,-1419.076500000001,112.47,76.0,127.52719388961792
377,-645.1999999999992,72,True,0.5686879443662173,50986,-1423.4560000000013,112.74,76.0,126.62268356323243
378,-2854.200000000002,200,False,0.567834912449668,51186,-1451.132500000001,114.47,75.0,118.49415555953979
379,-1948.199999999999,200,False,0.5669831600809935,51386,-1465.319000000001,115.9,74.0,125.33782752990723
380,-1.7500000000000036,11,True,0.566132685340872,51397,-1454.7715000000014,114.75,74.0,130.54119924545287
381,12.95,7,True,0.5652834863128607,51404,-1443.282500000001,113.59,74.0,128.1963982963562
382,-242.6500000000001,47,True,0.5644355610833914,51451,-1445.589500000001,113.89,74.0,122.31792886734009
383,-51.099999999999966,28,True,0.5635889077417664,51479,-1442.4280000000008,113.5,74.0,132.07220767974854
384,-1926.4999999999984,200,False,0.5627435243801537,51679,-1448.8825000000006,113.87,73.0,135.43242847442627
385,-250.45000000000033,73,True,0.5618994090935835,51752,-1448.903500000001,113.97,73.0,128.9821960067749
386,-2417.200000000001,200,False,0.5610565599799432,51952,-1454.9700000000012,114.38,72.0,126.26276845932007
387,9.099999999999998,6,True,0.5602149751399733,51958,-1446.018000000001,112.98,72.0,121.02262765884399
388,-936.9999999999973,148,True,0.5593746526772634,52106,-1441.447000000001,112.52,72.0,146.64375490188598
389,-967.8999999999984,106,True,0.5585355906982475,52212,-1435.9890000000007,112.08,72.0,132.02858320236206
390,-238.50000000000023,50,True,0.5576977873122002,52262,-1434.3280000000007,111.68,72.0,133.51785318374633
391,-376.75000000000017,57,True,0.556861240631232,52319,-1417.973500000001,110.27,72.0,137.24891218185425
392,-1.0500000000000043,15,True,0.5560259487702852,52334,-1392.7840000000006,108.42,73.0,130.3988772583008
393,-3348.200000000007,200,False,0.5551919098471298,52534,-1413.2665000000009,109.49,72.0,146.37674043655394
394,-4478.500000000004,200,False,0.5543591219823591,52734,-1456.036000000001,111.12,71.0,138.54663066864015
395,-222.3500000000003,45,True,0.5535275832993857,52779,-1449.856000000001,110.74,71.0,144.77761236190796
396,-2118.3499999999995,127,True,0.5526972919244366,52906,-1469.804500000001,111.61,71.0,151.89360437393188
397,-1767.4999999999984,200,False,0.55186824598655,53106,-1482.967500000001,112.61,70.0,142.4101256942749
398,-57.79999999999997,28,True,0.5510404436175702,53134,-1477.1015000000011,112.17,70.0,151.02783349990844
399,-183.25000000000014,45,True,0.5502138829521439,53179,-1476.8505000000011,112.19,70.0,135.82575687408448
400,-6047.700000000005,200,False,0.5493885621277157,53379,-1522.2425000000012,112.19,70.0,152.09385568618774
401,-3336.6500000000055,123,True,0.5485644792845241,53502,-1552.8840000000012,112.9,70.0,165.29769144058227
402,-358.4500000000003,77,True,0.5477416325655974,53579,-1552.7480000000014,113.1,70.0,159.21157192230226
403,-4579.600000000009,200,False,0.546920020116749,53779,-1596.9510000000012,114.56,69.0,139.5135363769531
404,-297.00000000000017,52,True,0.546099640086574,53831,-1589.6305000000011,114.47,69.0,155.3256227493286
405,-3269.9000000000083,200,False,0.5452804906264441,54031,-1577.8645000000013,114.47,69.0,132.51576316833496
406,-388.55000000000007,37,True,0.5444625698905045,54068,-1576.2945000000013,113.71,69.0,143.05759298324585
407,-3955.6000000000063,178,True,0.5436458760356687,54246,-1578.4665000000011,113.49,70.0,148.98041498184205
408,-574.2499999999997,83,True,0.5428304072216152,54329,-1583.277500000001,114.03,70.0,165.9172592163086
409,-325.10000000000025,56,True,0.5420161616107828,54385,-1584.7990000000011,114.34,70.0,155.7859629249573
410,-30.299999999999986,20,True,0.5412031373683667,54405,-1572.8710000000015,113.36,70.0,155.67075485229492
411,-722.8499999999995,91,True,0.5403913326623142,54496,-1577.0930000000014,113.52,70.0,155.7614118003845
412,-5218.7000000000035,200,False,0.5395807456633208,54696,-1600.8130000000012,113.52,70.0,127.70754053115844
413,-746.8999999999994,78,True,0.5387713745448258,54774,-1607.065500000001,113.99,70.0,149.7293253326416
414,-2741.1000000000067,200,False,0.5379632174830086,54974,-1597.786500000001,113.99,70.0,149.07494941711425
415,-476.7000000000002,96,True,0.5371562726567841,55070,-1602.006500000001,114.67,70.0,144.1581420135498
416,-1236.149999999998,115,True,0.536350538247799,55185,-1613.319500000001,115.43,70.0,157.97015876770018
417,-5653.700000000006,200,False,0.5355460124404273,55385,-1664.990500000001,116.57,69.0,150.6794544029236
418,-2302.2000000000016,188,True,0.5347426934217667,55573,-1648.0295000000012,116.47,69.0,144.0453499984741
419,-529.5999999999999,58,True,0.5339405793816341,55631,-1653.3905000000013,116.99,69.0,131.82322532653808
420,-2444.9000000000024,200,False,0.5331396685125617,55831,-1674.142500000001,118.25,68.0,158.69323673248292
421,-4352.800000000006,200,False,0.5323399590097928,56031,-1695.1725000000015,118.25,68.0,157.13552631378172
422,-290.55000000000035,73,True,0.5315414490712781,56104,-1661.5730000000012,116.98,69.0,169.9042968559265
423,-252.65000000000032,51,True,0.5307441368976712,56155,-1662.7645000000014,117.09,69.0,173.48309530258177
424,-895.149999999999,117,True,0.5299480206923247,56272,-1632.023500000001,116.27,69.0,144.29504467010497
425,-3177.700000000005,200,False,0.5291530986612862,56472,-1662.9235000000012,118.05,68.0,155.3309433555603
426,-3441.5000000000064,200,False,0.5283593690132944,56672,-1693.9685000000009,119.55,67.0,161.96054698944093
427,-2945.9000000000055,200,False,0.5275668299597744,56872,-1706.5975000000012,119.55,67.0,149.51841617584228
428,-2792.500000000003,200,False,0.5267754797148348,57072,-1714.2455000000014,119.55,67.0,149.24096408843994
429,-2104.299999999999,200,False,0.5259853164952626,57272,-1709.9625000000008,119.55,67.0,155.40806049346924
430,-329.10000000000014,66,True,0.5251963385205197,57338,-1692.893500000001,118.21,68.0,164.54103832244874
431,-4404.400000000009,200,False,0.524408544012739,57538,-1724.0450000000012,118.88,67.0,164.5059969329834
432,20.9,2,True,0.5236219311967198,57540,-1715.4185000000011,117.73,67.0,164.40191547393798
433,-1828.1,200,False,0.5228364982999248,57740,-1709.3900000000012,117.76,66.0,141.10716899871827
434,-36.049999999999955,31,True,0.522052243552475,57771,-1697.6220000000012,116.74,66.0,130.1648699951172
435,-597.4499999999997,109,True,0.5212691651871464,57880,-1689.2085000000015,115.95,66.0,158.57251960754394
436,-2373.1000000000004,200,False,0.5204872614393657,58080,-1707.3610000000015,117.22,65.0,176.78677547454834
437,-563.1999999999991,80,True,0.5197065305472067,58160,-1710.8320000000015,117.36,65.0,172.08563871383666
438,16.2,6,True,0.5189269707513859,58166,-1698.0175000000015,116.15,65.0,168.32314512252808
439,-5521.850000000006,181,True,0.5181485802952589,58347,-1703.7220000000013,115.96,66.0,163.53484439849854
440,-3118.400000000007,200,False,0.517371357424816,58547,-1719.4200000000012,115.96,66.0,140.61492418289185
441,-600.4999999999999,100,True,0.5165953003886788,58647,-1713.4695000000013,115.49,66.0,145.7700705909729
442,-1440.8999999999978,200,False,0.5158204074380959,58847,-1708.0015000000012,115.57,65.0,193.216177482605
443,20.45,1,True,0.5150466768269387,58848,-1706.6890000000014,115.32,65.0,190.6166976928711
444,-4500.200000000012,200,False,0.5142741068116984,59048,-1733.1430000000014,115.32,65.0,166.20080642700196
445,-384.9500000000001,71,True,0.5135026956514809,59119,-1702.2915000000016,114.03,66.0,140.48936889648436
446,-5898.200000000006,200,False,0.5127324416080037,59319,-1755.9750000000017,115.2,65.0,136.277285823822
447,-3082.900000000004,200,False,0.5119633429455918,59519,-1758.1460000000018,115.56,64.0,149.68600816726683
448,-3471.4000000000083,200,False,0.5111953979311734,59719,-1762.4790000000014,115.56,64.0,176.73316696166992
449,-368.20000000000016,48,True,0.5104286048342767,59767,-1727.4220000000014,114.04,65.0,177.34305688858032
450,-55.749999999999986,17,True,0.5096629619270253,59784,-1726.777500000001,113.87,65.0,184.33600749969483
451,-5141.3000000000075,196,True,0.5088984674841348,59980,-1778.289500000002,115.75,65.0,156.25717802047728
452,-973.4999999999986,92,True,0.5081351197829086,60072,-1765.693500000002,114.77,65.0,163.75410459518432
453,-390.2500000000002,57,True,0.5073729171032343,60129,-1767.578500000002,114.83,65.0,175.26755401611328
454,-67.3,16,True,0.5066118577275794,60145,-1768.2895000000017,114.91,65.0,176.1406597518921
455,-2899.60000000001,200,False,0.5058519399409881,60345,-1788.5690000000018,115.68,64.0,171.211362323761
456,-4415.100000000009,200,False,0.5050931620310767,60545,-1832.3465000000015,117.47,63.0,166.11540748596192
457,-1644.9499999999996,173,True,0.5043355222880301,60718,-1847.4885000000017,118.87,63.0,176.48556495666503
458,14.85,3,True,0.5035790190045981,60721,-1846.2825000000014,118.71,63.0,173.83853847503661
459,-3500.9500000000057,141,True,0.5028236504760912,60862,-1865.474000000002,118.12,64.0,154.33852643966674
460,-3481.10000000001,200,False,0.5020694150003772,61062,-1897.0910000000017,119.66,63.0,154.0802006340027
461,-228.8000000000001,56,True,0.5013163108778766,61118,-1898.8405000000016,120.03,63.0,181.10149995803832
462,-69.74999999999996,37,True,0.5005643364115598,61155,-1897.5375000000017,119.99,63.0,188.30709171295166
463,-2159.700000000001,200,False,0.4998134899069425,61355,-1918.8920000000016,121.88,62.0,181.35145643234253
464,-218.9500000000001,41,True,0.49906376967208216,61396,-1896.879000000002,120.46,62.0,191.6974333000183
465,-15567.699999999975,200,False,0.4983151740175741,61596,-2025.4285000000018,121.11,61.0,191.2842244720459
466,-3162.9000000000033,200,False,0.49756770125654776,61796,-2031.3275000000017,121.11,61.0,156.29314138412477
467,-3441.0000000000064,200,False,0.49682134970466296,61996,-2045.3585000000014,121.73,60.0,164.26238759994507
468,-78.44999999999997,47,True,0.496076117680106,62043,-1976.6530000000016,120.2,61.0,173.69147487640382
469,-1433.5999999999967,200,False,0.49533200350358586,62243,-1972.3805000000013,120.73,60.0,201.74218780517577
470,-2083.2999999999997,200,False,0.4945890054983305,62443,-1991.9460000000015,122.3,59.0,175.15970167160035
471,-207.4500000000002,37,True,0.49384712199008307,62480,-1990.7575000000015,122.01,59.0,186.84576663970947
472,-324.7000000000002,46,True,0.49310635130709796,62526,-1993.2580000000016,122.28,59.0,193.86733806610107
473,-188.65000000000018,35,True,0.4923666917801373,62561,-1977.9655000000014,120.63,60.0,187.7388105583191
474,-183.25000000000017,29,True,0.4916281417424671,62590,-1979.4370000000015,120.76,60.0,182.5806314086914
475,-4050.900000000008,200,False,0.4908906995298534,62790,-1977.0290000000014,120.76,60.0,168.88486360549928
476,-11851.19999999998,200,False,0.4901543634805587,62990,-1967.679000000001,120.76,60.0,169.87710998535155
477,-468.55,95,True,0.48941913193533787,63085,-1965.9125000000013,120.99,60.0,209.73982765197755
478,-3864.200000000006,200,False,0.4886850032374349,63285,-1976.0125000000012,120.99,60.0,166.78129919052125
479,-4567.500000000006,190,True,0.4879519757325788,63475,-2002.2055000000014,120.89,61.0,171.6839652824402
480,-305.7000000000001,42,True,0.48722004776898,63517,-2005.2450000000017,121.2,61.0,173.31552797317505
481,-1530.399999999998,200,False,0.48648921769732656,63717,-2020.6785000000016,123.13,60.0,164.3573727416992
482,-110.65000000000005,37,True,0.4857594838707806,63754,-2019.3585000000014,123.03,60.0,178.78437627792357
483,-2838.9000000000046,200,False,0.4850308446449745,63954,-2047.2365000000018,124.75,59.0,161.54728893280029
484,-104.49999999999997,38,True,0.48430329837800706,63992,-2029.0165000000018,123.13,60.0,176.71488611221312
485,-387.3500000000002,61,True,0.4835768434304401,64053,-2030.3855000000012,123.01,60.0,195.5048089981079
486,-65.95,27,True,0.48285147816529445,64080,-2006.8730000000019,121.28,61.0,191.2966423034668
487,-287.65000000000026,51,True,0.4821272009480465,64131,-2009.8405000000018,121.73,61.0,188.275036277771
488,-9721.899999999998,200,False,0.4814040101466245,64331,-2097.6895000000018,122.25,60.0,167.51061668395997
489,-2179.4500000000025,163,True,0.48068190413140455,64494,-2109.8050000000017,122.82,60.0,177.51840938568114
490,-1171.2499999999973,115,True,0.4799608812752075,64609,-2119.1325000000015,123.47,60.0,183.69882614135742
491,-98.74999999999994,45,True,0.4792409399532947,64654,-2116.3525000000022,123.35,60.0,162.92883502960206
492,-3040.8000000000065,200,False,0.47852207854336476,64854,-2146.750000000002,125.2,59.0,177.3790161895752
493,-1285.0499999999984,147,True,0.47780429542554975,65001,-2126.118500000002,124.67,60.0,180.03848094940184
494,-7111.800000000012,200,False,0.47708758898241144,65201,-2152.451500000002,124.67,60.0,191.0038362312317
495,-1503.1999999999991,200,False,0.47637195759893786,65401,-2165.2600000000016,126.22,59.0,178.86610622406005
496,-529.7999999999995,84,True,0.47565739966253945,65485,-2149.3745000000017,125.79,59.0,222.63039674758912
497,-4790.200000000005,200,False,0.47494391356304566,65685,-2179.601500000002,125.79,59.0,175.96086111068726
498,-87.89999999999995,44,True,0.4742314976927011,65729,-2179.902500000002,125.95,59.0,190.23141159057616
499,-245.7500000000001,43,True,0.4735201504461621,65772,-2180.527500000002,125.93,59.0,205.2406735610962
500,-4976.900000000009,200,False,0.47280987022049287,65972,-2169.819500000002,125.93,59.0,163.07378662109375
501,-4006.4000000000146,200,False,0.47210065541516216,66172,-2176.5170000000016,126.7,57.99999999999999,174.57212799072266
502,-4.550000000000008,17,True,0.47139250443203945,66189,-2172.9780000000014,126.1,57.99999999999999,175.3702087020874
503,-1774.4999999999984,200,False,0.4706854156753914,66389,-2144.927000000002,126.1,57.99999999999999,216.34152099609375
504,-8284.700000000004,200,False,0.46997938755187835,66589,-2224.804000000002,127.58,56.99999999999999,212.794811668396
505,-92.89999999999998,20,True,0.46927441847055057,66609,-2193.0340000000015,125.78,57.99999999999999,218.58914878845215
506,-31.599999999999998,14,True,0.4685705068428448,66623,-2189.464500000002,125.55,57.99999999999999,231.58184917449952
507,-2320.599999999999,200,False,0.46786765108258055,66823,-2173.114500000002,125.77,56.99999999999999,170.75536180496215
508,19.4,2,True,0.4671658496059567,66825,-2167.1780000000017,124.96,56.99999999999999,167.51920324325562
509,-652.5499999999988,93,True,0.4664651008315478,66918,-2170.4525000000017,125.33,56.99999999999999,184.0982716178894
510,-2547.500000000003,200,False,0.4657654031803005,67118,-2195.6245000000017,127.13,56.00000000000001,193.92642866134645
511,-1677.0999999999992,200,False,0.4650667550755301,67318,-2205.1670000000017,128.22,55.00000000000001,203.10687747955322
512,-3418.300000000006,200,False,0.4643691549429168,67518,-2187.163000000002,128.22,55.00000000000001,188.77347074508668
513,-181.50000000000009,58,True,0.46367260121050247,67576,-2181.509000000002,128.02,55.00000000000001,223.1952481842041
